src_ip,dst_ip,src_port,dst_port,protocol,packet_size,is_malicious
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,6818,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,93,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,2854,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1285,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,93,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,343,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,333,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,87,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,167,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,6734,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,348,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,87,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1462,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,98,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,77,0
192.168.63.71,192.168.63.145,,,17.0,141,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,66,1
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,66,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,54,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,693,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,279,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,60,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,128,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,299,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,233,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,843,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,54,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,66,1
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,66,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,54,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,693,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,279,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,60,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,128,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,246,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,233,0
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,1370,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,76,0
192.168.63.71,192.168.63.145,,,17.0,207,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,66,1
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,66,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,54,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,692,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,54,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,279,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,60,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,128,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,218,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,54,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,233,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,568,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,754,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,6784,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,736,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1276,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1532,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,346,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,858,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,87,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,5686,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,504,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,4278,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1462,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,227,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,8454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1893,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1162,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,119,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,874,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,245,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5361,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,2854,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,2854,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1573,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,360,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,318,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,94,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,94,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,54,0
192.168.63.145,108.138.51.94,60755.0,443.0,6.0,54,0
108.138.51.94,192.168.63.145,443.0,60755.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5362,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1577,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,346,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,194,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,178,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5362,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1508,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,186,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,325,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,450,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,642,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,178,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,978,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,754,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,274,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,250,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,434,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5362,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1574,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,255,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,619,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,101,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,506,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,402,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,434,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,578,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,634,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,330,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,258,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,250,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,242,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,250,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,306,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,35.186.224.44,60681.0,443.0,6.0,97,0
35.186.224.44,192.168.63.145,443.0,60681.0,6.0,54,0
35.186.224.44,192.168.63.145,443.0,60681.0,6.0,94,0
192.168.63.145,35.186.224.44,60681.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,370,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
162.159.134.234,192.168.63.145,443.0,60579.0,6.0,146,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,298,0
192.168.63.145,162.159.134.234,60579.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,338,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,218,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,242,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,354,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
162.159.134.234,192.168.63.145,443.0,60579.0,6.0,508,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,298,0
192.168.63.145,162.159.134.234,60579.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,370,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,274,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,354,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,74,0
192.168.63.145,192.168.63.71,,,17.0,74,0
192.168.63.145,192.168.63.71,,,17.0,74,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,233,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,93,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,1123,0
192.168.63.71,192.168.63.145,,,17.0,106,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,314,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,93,0
192.168.63.71,192.168.63.145,,,17.0,130,0
192.168.63.71,192.168.63.145,,,17.0,152,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,658,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,101,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,85,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,54,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,89,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,362,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,946,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,642,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,586,0
